insert time in msek,insert size,dbsize in triples
1077.6174068450928,8001,1860000
3.6077499389648438,1,1870000
139.74905014038086,1001,1870000
265.14196395874023,2001,1870000
396.0261344909668,3001,1870000
523.2901573181152,4001,1870000
657.1671962738037,5001,1870000
781.8386554718018,6001,1870000
930.0565719604492,7001,1870000
1029.764175415039,8001,1870000
3.3669471740722656,1,1880000
135.51998138427734,1001,1880000
265.6726837158203,2001,1880000
419.02947425842285,3001,1880000
522.2747325897217,4001,1880000
654.7036170959473,5001,1880000
785.9408855438232,6001,1880000
926.2902736663818,7001,1880000
1022.6168632507324,8001,1880000
3.4520626068115234,1,1890000
135.1337432861328,1001,1890000
269.3047523498535,2001,1890000
397.5329399108887,3001,1890000
523.8125324249268,4001,1890000
682.6958656311035,5001,1890000
780.7140350341797,6001,1890000
905.4079055786133,7001,1890000
1101.6380786895752,8001,1890000
3.6695003509521484,1,1900000
136.39307022094727,1001,1900000
265.1021480560303,2001,1900000
397.2280025482178,3001,1900000
526.3156890869141,4001,1900000
657.18674659729,5001,1900000
806.6754341125488,6001,1900000
905.4734706878662,7001,1900000
1077.0330429077148,8001,1900000
3.5200119018554688,1,1910000
137.09497451782227,1001,1910000
264.22905921936035,2001,1910000
397.45497703552246,3001,1910000
527.3017883300781,4001,1910000
656.226634979248,5001,1910000
781.470775604248,6001,1910000
932.0347309112549,7001,1910000
1043.1857109069824,8001,1910000
3.385782241821289,1,1920000
136.29555702209473,1001,1920000
268.9080238342285,2001,1920000
397.3104953765869,3001,1920000
556.5769672393799,4001,1920000
659.0821743011475,5001,1920000
777.7462005615234,6001,1920000
933.1395626068115,7001,1920000
1030.3971767425537,8001,1920000
4.302740097045898,1,1930000
137.75110244750977,1001,1930000
275.62785148620605,2001,1930000
400.1119136810303,3001,1930000
531.3360691070557,4001,1930000
686.9857311248779,5001,1930000
783.9481830596924,6001,1930000
911.0374450683594,7001,1930000
1076.5280723571777,8001,1930000
3.4902095794677734,1,1940000
137.53747940063477,1001,1940000
268.8484191894531,2001,1940000
401.05128288269043,3001,1940000
532.642126083374,4001,1940000
669.9347496032715,5001,1940000
811.0618591308594,6001,1940000
914.6885871887207,7001,1940000
1040.4000282287598,8001,1940000
3.790616989135742,1,1950000
161.03386878967285,1001,1950000
268.4774398803711,2001,1950000
396.991491317749,3001,1950000
527.5459289550781,4001,1950000
650.96116065979,5001,1950000
787.0423793792725,6001,1950000
933.6307048797607,7001,1950000
1029.9484729766846,8001,1950000
3.4227371215820312,1,1960000
136.8393898010254,1001,1960000
270.65277099609375,2001,1960000
400.42638778686523,3001,1960000
557.197093963623,4001,1960000
665.8222675323486,5001,1960000
788.7623310089111,6001,1960000
940.5343532562256,7001,1960000
1038.3200645446777,8001,1960000
3.412008285522461,1,1970000
140.66720008850098,1001,1970000
264.3694877624512,2001,1970000
400.0992774963379,3001,1970000
524.6953964233398,4001,1970000
680.5434226989746,5001,1970000
820.3301429748535,6001,1970000
925.6076812744141,7001,1970000
1114.1409873962402,8001,1970000
3.3485889434814453,1,1980000
140.23065567016602,1001,1980000
271.4414596557617,2001,1980000
406.68416023254395,3001,1980000
529.25705909729,4001,1980000
661.4508628845215,5001,1980000
823.4632015228271,6001,1980000
913.5968685150146,7001,1980000
1043.8685417175293,8001,1980000
3.415822982788086,1,1990000
141.88694953918457,1001,1990000
266.5724754333496,2001,1990000
428.1766414642334,3001,1990000
528.2893180847168,4001,1990000
661.1628532409668,5001,1990000
794.8026657104492,6001,1990000
948.9595890045166,7001,1990000
1049.4818687438965,8001,1990000
3.6284923553466797,1,2000000
139.9979591369629,1001,2000000
271.1918354034424,2001,2000000
405.5914878845215,3001,2000000
562.4890327453613,4001,2000000
657.7324867248535,5001,2000000
795.6039905548096,6001,2000000
942.4350261688232,7001,2000000
1056.2150478363037,8001,2000000
3.3669471740722656,1,2010000
137.59469985961914,1001,2010000
268.538236618042,2001,2010000
401.9582271575928,3001,2010000
530.4751396179199,4001,2010000
683.103084564209,5001,2010000
800.0941276550293,6001,2010000
909.3985557556152,7001,2010000
1077.0025253295898,8001,2010000
3.496408462524414,1,2020000
137.1591091156006,1001,2020000
269.87767219543457,2001,2020000
401.81970596313477,3001,2020000
531.3553810119629,4001,2020000
658.1594944000244,5001,2020000
815.9658908843994,6001,2020000
911.1568927764893,7001,2020000
1048.2597351074219,8001,2020000
3.3273696899414062,1,2030000
137.18295097351074,1001,2030000
